,title,Year,Quarter,title_sentiment
30,Apple Said to Showcase New iPad on March 2,2011,2011Q1,0.9893067479133606
31,Workers Sickened at Apple Supplier in China,2011,2011Q1,-0.9994668364524841
32,Apple Announces an iPad-Related Event,2011,2011Q1,0.995936393737793
33,Apple Announces New MacBook Pros,2011,2011Q1,0.9873204231262207
34,"On Stage and Afterward, Spotlight on Apple in China",2011,2011Q1,0.9961979985237122
35,Apple’s Secrecy Doesn’t Serve Corporate Governance,2011,2011Q1,-0.9996260404586792
36,Is Apple Losing Its Core?,2011,2011Q1,-0.9997606873512268
37,"The Temporary Vegetarian: Vegan Roasted Brussels Sprouts, Butternut Squash and Apple With Candied Walnuts",2011,2011Q1,-0.672431468963623
38,Apple App Users Compete for Nonvirtual Audi A3,2011,2011Q1,-0.9792112708091736
39,If You Bought Apple Stock Instead of Products,2011,2011Q1,-0.9973170161247253
40,Apple Adds Additional Week to iPad Shipping,2011,2011Q1,0.8840508460998535
41,Apple or Pear? Maybe Body Shape Doesn’t Matter,2011,2011Q1,-0.9950103759765625
42,Amazon to Open Android App Store as Apple Sues,2011,2011Q1,-0.994539201259613
43,Some Worry That Success of Apple Is Tied to Japan,2011,2011Q1,0.8691650032997131
44,BlackBerry to Match Apple on the Price of Its Tablet,2011,2011Q1,0.8283613920211792
45,Microsoft + Nokia = a Challenge for Apple,2011,2011Q2,0.6934455037117004
46,Apple Patent Application Shows Second Display,2011,2011Q2,-0.9850119352340698
47,iPad Resellers Now Camp Overnight at Apple Stores,2011,2011Q2,-0.9964304566383362
48,3G Apple iOS Devices Are Storing Users’ Location Data,2011,2011Q2,-0.979800283908844
49,Apple Lifted by Verizon iPhone Deal and Updates of iPad and MacBook,2011,2011Q2,0.9752151966094971
50,A Shopping List for Apple’s Growing War Chest,2011,2011Q2,-0.5940634608268738
51,Inquiries Grow Over Apple’s Data Collection Practices,2011,2011Q2,0.9512017965316772
52,Apple and Google Use Phone Data to Map the World,2011,2011Q2,-0.7353261709213257
53,Jobs Says Apple Made Mistakes With iPhone Data,2011,2011Q2,-0.9993441700935364
54,Wrapping Up the Apple Location Brouhaha,2011,2011Q2,0.8745185136795044
55,Pogue’s Posts: Wrapping Up the Apple Location Brouhaha,2011,2011Q2,-0.8545486927032471
56,Lenovo Aims a Campaign at the Apple Crowd,2011,2011Q2,0.9313803911209106
57,Apple Updates Software to Fix Problems With Collecting Location Data,2011,2011Q2,-0.9974368214607239
58,Nuance Shares Spike on Talk of Apple Deal,2011,2011Q2,0.8858298659324646
59,Congress Hears From Apple and Google on Privacy,2011,2011Q2,-0.5064329504966736
60,Apple and Google Executives Testify on Mobile Privacy,2011,2011Q2,-0.8530913591384888
61,Apple Is Called Poised to Offer ‘Cloud’ Music,2011,2011Q2,0.9868841171264648
62,"Explosion at Apple Supplier Caused by Dust, China Says",2011,2011Q2,-0.99856036901474
63,Apple Operating System Affected by Malware,2011,2011Q2,-0.9992930889129639
64,Jobs to Unveil Apple’s ‘Next Generation’ Software,2011,2011Q2,0.9958266615867615
65,Why Did Apple Pre-Announce Its Announcement?,2011,2011Q2,-0.998572826385498
66,"In Unusual Move, Apple Previews New Software Plans",2011,2011Q2,0.9884500503540039
67,Apple Issues Fix to Combat Malware,2011,2011Q2,-0.9957748055458069
68,Deals Move Apple Closer to Streaming Music,2011,2011Q2,0.9965597987174988
69,Apple Patents Way to Prevent Concert Piracy,2011,2011Q2,-0.991412878036499
70,Live Blogging Apple’s iCloud Announcement,2011,2011Q2,-0.977418839931488
71,Which Apps Are Threatened by Apple’s Upgrades?,2011,2011Q2,-0.9994902610778809
72,Apple Unveils ‘Cloud’ Music and Storage Service,2011,2011Q2,0.9502076506614685
73,Apple Sounds the PC Death Knell,2011,2011Q2,-0.9879540205001831
74,Sorting Through Apple’s Many Announcements,2011,2011Q2,-0.996467113494873
75,"New Apple Software Treads on Apps, but Developers Remain Untroubled",2011,2011Q2,-0.9899895191192627
76,Apple iCloud May Not Be a Threat to Online-Storage Services,2011,2011Q2,-0.9905966520309448
77,How Apple Can Make Money From Higher-Quality Songs,2011,2011Q2,0.9010093808174133
78,Apple Will Reject D.U.I. Checkpoint Apps,2011,2011Q2,-0.9990139007568359
79,Apple Gives Publishers a Sales Break,2011,2011Q2,0.9948423504829407
80,Apple Will Reject D.U.I. Checkpoint Apps,2011,2011Q2,-0.9990139007568359
81,Nokia Settles 2-Year Fight With Apple on Patents,2011,2011Q2,-0.9712713956832886
82,Apple Stores Chief to Take the Helm at J.C. Penney,2011,2011Q2,0.9883015751838684
83,Apple’s Hype Envelops Penney,2011,2011Q2,0.9188920855522156
84,Apple’s Final Cut Is Dead. Long Live Final Cut.,2011,2011Q2,-0.9993865489959717
85,Apple Removes Intifada App From Store,2011,2011Q2,-0.9960070252418518
86,Apple and Microsoft Beat Google for Nortel Patents,2011,2011Q3,-0.9553227424621582
87,Hackers Claim Small Breach on Apple Site,2011,2011Q3,-0.9981960654258728
88,Executive Pleads Guilty to Leaking Apple Secrets,2011,2011Q3,-0.9829553961753845
89,Apple Customers Have Downloaded 15 Billion Apps,2011,2011Q3,0.9652906060218811
90,Strong Sales Help Extend Apple Streak,2011,2011Q3,0.9997404217720032
91,The Rise of the Fake Apple Store,2011,2011Q3,-0.9996241331100464
92,World’s Most Valuable Company? Apple Has $50 Billion to Go,2011,2011Q3,0.9688324928283691
93,Apple and Its Cash Hoard,2011,2011Q3,-0.983553409576416
94,Fake Apple Stores Get Fake News Video,2011,2011Q3,-0.9994238615036011
95,Will Apple Pay Up for Hulu?,2011,2011Q3,-0.9871960878372192
96,"In China, Apple Finds a Sweet Spot",2011,2011Q3,0.9995379447937012
97,More Crowded Crowds: Grand Central to Welcome Apple and Shake Shack,2011,2011Q3,0.9908307790756226
98,City Room: Apple’s Plans for Grand Central Terminal,2011,2011Q3,0.9589866399765015
99,Raisin-Hater’s Apple Chile Chutney,2011,2011Q3,-0.9939285516738892
100,Apple Reveals iCloud Details and Pricing,2011,2011Q3,-0.944404125213623
101,E.P.A. Is ‘Greening the Apple’,2011,2011Q3,-0.8035372495651245
102,Apple Closer to Most Valuable Company Title,2011,2011Q3,0.99724280834198
103,Pssst. Wanna Know About the New Apple Store?,2011,2011Q3,-0.9981721639633179
104,Apple Is the Most Valuable Company,2011,2011Q3,0.9998328685760498
105,Apple May Be Underpriced,2011,2011Q3,-0.9992609620094299
106,"Briefly, Apple Reigns as the Most Valuable Company",2011,2011Q3,0.9959800243377686
107,A Peek at Apple’s Plans for Grand Central Store,2011,2011Q3,0.9966861605644226
108,Bits Pics: Inside Apple’s New Grand Central Store,2011,2011Q3,-0.850619912147522
109,Q&A: Updating an Apple TV,2011,2011Q3,0.9968132376670837
110,Q&A: Making Apple’s New Mail Program Look Old Again,2011,2011Q3,-0.9994972944259644
111,Jobs Steps Down From Chief Executive Post at Apple,2011,2011Q3,-0.996849000453949
112,"With Departure of Jobs, Will Apple Warm to Deal-Making?",2011,2011Q3,-0.6350895166397095
113,Steven P. Jobs Leaves Chief Executive Role at Apple,2011,2011Q3,-0.9982885718345642
114,"Jobs Steps Down at Apple, Saying He Can’t Meet Duties",2011,2011Q3,-0.999691367149353
115,"Without Its Master of Design, Apple Will Face Many Challenges",2011,2011Q3,-0.9989088773727417
116,"Steven P. Jobs, Apple's Innovator",2011,2011Q3,0.997650682926178
117,Steven P. Jobs Leaves Chief Executive Role at Apple,2011,2011Q3,-0.9982885718345642
118,Imagining Apple Without Steve Jobs,2011,2011Q3,-0.9706379175186157
119,Apple’s New Chief E-Mails His Staff,2011,2011Q3,0.7482530474662781
120,Will Apple Remain a Hedge Fund Favorite?,2011,2011Q3,-0.7327299118041992
121,"Big Shoes at Apple, but Maybe Not Unfillable",2011,2011Q3,-0.9568124413490295
122,Apple’s New Chief Gets a Million Shares,2011,2011Q3,0.9971606731414795
123,Bloggingheads: Has Apple Peaked?,2011,2011Q3,-0.9939486980438232
124,Apple Ends Its TV Episode Rental Service,2011,2011Q3,-0.9981295466423035
125,Apple Cited as Adding to Pollution in China,2011,2011Q3,-0.9926003813743591
126,Long-Time iTunes Chief Moves Up at Apple,2011,2011Q3,0.9928070306777954
127,Apple’s Unusual Hunt for a Missing iPhone,2011,2011Q3,-0.9970340728759766
128,Apple Seeking Product Security Manager,2011,2011Q3,-0.986368715763092
129,Game That Critiques Apple Vanishes From App Store,2011,2011Q3,-0.9992770552635193
130,New Evidence for an Apple a Day,2011,2011Q3,-0.8640496730804443
131,Apple Brings Back Final Cut 7,2011,2011Q3,0.9938803911209106
132,Red Apple Complaint,2011,2011Q3,-0.9994088411331177
133,"Without Jobs, Apple Shares Hit All-Time High",2011,2011Q3,-0.9882198572158813
134,What We’re Reading: Things Apple Is Worth More Than,2011,2011Q3,0.9996507167816162
135,Apple Restores Some Final Cut Features,2011,2011Q3,0.9882458448410034
136,Apple to Announce New iPhone,2011,2011Q3,0.9908897280693054
137,Amazon Takes Aim at Apple’s iPad,2011,2011Q3,-0.993195652961731
138,Adobe’s Announcement Competes With Apple’s,2011,2011Q3,0.9599235653877258
139,"Before Latest Phone Debut, Apple Has Harsher Competition",2011,2011Q4,-0.9956725835800171
140,Apple Unveils iPhone 4S With Voice-Recognition Features,2011,2011Q4,0.9461851716041565
141,The iPhone 4S Is as Much About Google as Apple,2011,2011Q4,-0.8658366203308105
142,Siri and Apple’s Future,2011,2011Q4,0.9995903372764587
143,Apple’s fall product announcements; rumors vs. reality for the iPhone 4s; tech news,2011,2011Q4,-0.9943513870239258
144,"Apple, Meet Facebook. Facebook, Meet Apple.",2011,2011Q4,0.9941609501838684
145,"Jobs, Apple Co-Founder and Visionary, Is Dead",2011,2011Q4,-0.9994292855262756
146,Apple’s Visionary Redefined Digital Age,2011,2011Q4,0.9996297359466553
147,A Tough Balancing Act Remains Ahead for Apple,2011,2011Q4,0.998012900352478
148,"On Apple’s Campus, Shock and Sadness",2011,2011Q4,0.8811207413673401
149,Building Apple’s Business,2011,2011Q4,0.9983415603637695
150,Apple Innovations Include Start of Big-Budget Super Bowl Ads,2011,2011Q4,0.9966465830802917
151,Apple’s Many Competitive Fronts,2011,2011Q4,0.9984099864959717
152,My Muse Was an Apple Computer,2011,2011Q4,-0.9344417452812195
153,Apple’s Longtime Ad Partner Reflects on Jobs,2011,2011Q4,0.9984613656997681
154,Disappointment? Apple’s iPhone 4S Breaks Sales Records,2011,2011Q4,-0.9988211989402771
155,Apple Plans Jobs Remembrance,2011,2011Q4,0.9958569407463074
156,"Snubbed by Apple, T-Mobile Looks Beyond the iPhone",2011,2011Q4,-0.7263241410255432
157,A Look at Apple’s iCloud,2011,2011Q4,0.9965971112251282
158,"Apple’s Profit Gains 54%, but iPhone Sales Fall Short of Expectations",2011,2011Q4,-0.9927595853805542
159,Apple Stores Shut Down for Jobs Event,2011,2011Q4,-0.9995512366294861
160,Hints of Apple Plans in Jobs Book,2011,2011Q4,0.9883008003234863
161,Making the iBio for Apple’s Genius,2011,2011Q4,0.9995818734169006
162,Apple’s Lower Prices Are All Part of the Plan,2011,2011Q4,-0.9648083448410034
163,Apple Posts Video From Steve Jobs Tribute,2011,2011Q4,0.8944453001022339
164,Ex-Apple Leaders Push the Humble Thermostat Into the Digital Age,2011,2011Q4,0.9716662764549255
165,Diwali in the Big Apple,2011,2011Q4,0.7660564184188843
166,What’s Really Next for Apple in Television,2011,2011Q4,0.9954337477684021
167,Free-Form Apple Tart,2011,2011Q4,-0.9940052628517151
168,The Minimalist: Free-Form Apple or Pear Tart,2011,2011Q4,-0.9872315526008606
169,Apple Admits Software Bugs Hurting Battery Life in iPhone,2011,2011Q4,-0.9996486902236938
170,Big Apple Circus,2011,2011Q4,-0.977081835269928
171,Apple Doles Out Stock to Keep Top Executives,2011,2011Q4,-0.9872769713401794
172,Pursuing a Piracy Claim Against Apple,2011,2011Q4,-0.9958462119102478
173,Apple Takes iTunes to Other Kinds of Payments,2011,2011Q4,-0.9839214086532593
174,Apple’s AssistiveTouch Helps the Disabled Use a Smartphone,2011,2011Q4,-0.6818857789039612
175,Q&A: An Apple Software Error on a Windows System,2011,2011Q4,-0.9994625449180603
176,Apple Uses Over-the-Air Software Update,2011,2011Q4,-0.9949122667312622
177,Net Migration: A Bigger Apple,2011,2011Q4,0.9979860782623291
178,"Once Wary, Apple Warms Up to Business Market",2011,2011Q4,0.9985942244529724
179,Daily Report: Apple Now Wants Your Workplace,2011,2011Q4,0.5490792393684387
180,Apple Makes Changes to Its Board,2011,2011Q4,0.9944462776184082
181,Apple Appoints New Chairman and Elects Disney’s Chief to Board,2011,2011Q4,0.9968491196632385
182,What Are the Best Apples for Apple Pie?,2011,2011Q4,0.9985937476158142
183,What Are the Best Apples for Apple Pie?,2011,2011Q4,0.9985937476158142
184,Apple Releases iOS Update With Fix for Battery Drain,2011,2011Q4,-0.9938633441925049
185,"With iPad Boost, Apple Set to Become Top PC Vendor",2011,2011Q4,0.9950276017189026
186,Tailgating Recipes: Mini Mile-High Apple Pies,2011,2011Q4,-0.9925782084465027
187,Samsung Pokes Fun at Apple in Phone Ad,2011,2011Q4,0.8248673677444458
188,Using Apple’s Find My Mac Feature,2011,2011Q4,-0.9536445140838623
189,A Look at Apple’s Spot-the-Shopper Technology,2011,2011Q4,0.9992117881774902
190,"Google and Apple Are Both Winners in Mobile Race, Report Says",2011,2011Q4,0.9944211840629578
191,A Hard Cider From an Heirloom Apple,2011,2011Q4,0.974601686000824
192,Apple’s Siri Stumbles Over an Abortion Question,2011,2011Q4,-0.9996728897094727
193,Apple Says Siri’s Abortion Answers Are a Glitch,2011,2011Q4,-0.9992326498031616
194,"Apple, and Planet, Low on Cats",2011,2011Q4,-0.9672078490257263
195,Apple Readies New Store in Grand Central,2011,2011Q4,-0.9402413964271545
196,"For the Big Apple, a Gift That Grows",2011,2011Q4,0.9998341798782349
197,Samsung Wins a Round in Patent Fight With Apple,2011,2011Q4,0.9406321048736572
198,"Sweet Potato Soup With Ginger, Leek and Apple",2011,2011Q4,0.8665779232978821
199,Apple App Makers on Edge for Holidays,2011,2011Q4,0.9624605774879456
200,U.S. Backs Apple in Patent Ruling That Hits Google,2011,2011Q4,-0.8765935301780701
201,Daily Report: Apple’s Victory in Patent Ruling Hits Google,2011,2011Q4,0.9959164261817932
202,Miso-and-Apple-Glazed Baked Ham,2011,2011Q4,-0.9959620833396912
203,Microsoft Follows Apple With Victory Against Android,2011,2011Q4,0.9964278340339661
204,Apple Patents and Audio Gear Galore,2011,2011Q4,0.7793989181518555
205,The iKnight: Apple’s Jonathan Ive Gets British Honor,2011,2011Q4,0.9992796778678894
206,Bacon-and-Apple Quiche With Flaky Pie Crust,2012,2012Q1,-0.9797601103782654
207,Apple-Stuffed Pork Loin With Moroccan Spices,2012,2012Q1,0.5498831868171692
208,An Apple a Day,2012,2012Q1,0.9962750673294067
209,Apple Aims to Take On the Textbook Market,2012,2012Q1,-0.9507072567939758
210,Living Up to Apple’s Standards,2012,2012Q1,0.9995705485343933
211,No Holiday Cheer for PC Makers — Except Apple,2012,2012Q1,-0.9893386960029602
212,"In a Test, Target Plans to Add an Apple ‘Store’ Inside 25 Stores",2012,2012Q1,-0.9920868277549744
213,All iPhone Sales Suspended at Apple Stores in China,2012,2012Q1,-0.9991853833198547
214,Video of Skirmishes at Apple Store in Beijing,2012,2012Q1,-0.9921338558197021
215,Apple Lists Its Suppliers for 1st Time,2012,2012Q1,0.9932810664176941
216,Beyond Apple Pie,2012,2012Q1,0.9926727414131165
217,Digital Textbooks From a Company Not Named Apple,2012,2012Q1,-0.9923082590103149
218,Apple Introduces Tools to (Someday) Supplant Print Textbooks,2012,2012Q1,0.9975646734237671
219,Reading the Fine Print on Apple’s Book-Making Software,2012,2012Q1,0.9976200461387634
220,Apple And Agglomeration,2012,2012Q1,0.7060297131538391
221,Charles Duhigg Responds to Readers on Apple and the iEconomy,2012,2012Q1,0.9960874319076538
222,Apple’s Profit Doubles on Holiday iPhone 4S Sales,2012,2012Q1,-0.9751852750778198
223,Daily Report: Apple’s Profit Soars,2012,2012Q1,0.9994571805000305
224,Apple and Verizon Earnings Underscore the Power of the iPhone,2012,2012Q1,0.9952844977378845
225,Poll: Apple Products,2012,2012Q1,-0.8850467801094055
226,Poll Finds Consumer Confusion on Where Apple Devices Are Made,2012,2012Q1,-0.9993491768836975
227,"Apple, Electronics and Environmental Ills",2012,2012Q1,-0.999395489692688
228,Macworld Conference Carries On Without Apple,2012,2012Q1,-0.9961554408073425
229,Apple in China: Has iOrwell Arrived?,2012,2012Q1,-0.9908628463745117
230,"Apple Becomes World’s Biggest Maker of Computers, Thanks to iPad",2012,2012Q1,0.9992849230766296
231,Apple Hires an Outsider to Supervise Retail Stores,2012,2012Q1,-0.9944939017295837
232,Connecting the Dots: Mapping Apple’s Development and Manufacturing Process,2012,2012Q1,0.9969620108604431
233,Apple Fights App Makers Who Try to Game the System,2012,2012Q1,-0.9945716261863708
234,How Sonos Outshines Apple in Home Audio,2012,2012Q1,-0.9956488013267517
235,"Apple Stock’s Lofty Heights, in Context",2012,2012Q1,0.998813271522522
236,Apple May Announce an iPad Upgrade in March,2012,2012Q1,0.7873976230621338
237,"One on One: Adam Lashinsky, Author of ‘Inside Apple’",2012,2012Q1,0.9889306426048279
238,"Like the Apple Store Nearby, but This One Has Windows",2012,2012Q1,0.9503446817398071
239,"Apple Shares Close Above $500, Breaking More Records",2012,2012Q1,0.9953662157058716
240,Apple Asks Outside Group to Inspect Factories,2012,2012Q1,-0.9841381907463074
241,Critics Question Record of Monitor Selected by Apple,2012,2012Q1,-0.9596751928329468
242,Inspections Begin at Chinese Plant Making Apple Products,2012,2012Q1,-0.9769589304924011
243,The Breakfast Meeting: Apple Begins Inspections and Lin Scores for MSG,2012,2012Q1,-0.9902424216270447
244,Daily Report: Apple Asks Outside Group to Inspect Factories,2012,2012Q1,-0.9927559494972229
245,Apple Chief Unveils a New Product: Himself,2012,2012Q1,0.9972400665283203
246,"Apple Became Top Smartphone Maker in 2011, Gartner Says",2012,2012Q1,0.9980807304382324
247,Apple Pie,2012,2012Q1,0.9714409112930298
248,Daily Report: Apple Previews New Mac Operating System,2012,2012Q1,-0.8578199744224548
249,Apple’s Mountain Lion Makes the Mac More Like the iPad,2012,2012Q1,-0.9786725044250488
250,Apple Aims to Tie the Mac More Tightly to iPad and iPhone,2012,2012Q1,-0.5133375525474548
251,New Apple Operating System Aims to Knit Together Its Products,2012,2012Q1,0.9716570973396301
252,Apple’s New Security Features for the Mac,2012,2012Q1,-0.5126559734344482
253,Apple Defends Rights to iPad Name in Shanghai Court,2012,2012Q1,-0.9327309131622314
254,Daily Report: Apple Defends iPad Name in China,2012,2012Q1,-0.9935465455055237
255,"Apple, Google and Others in Agreement on App Privacy",2012,2012Q1,0.9575383067131042
256,Apple Plans New Data Center in Oregon,2012,2012Q1,0.7116288542747498
257,Apple Case in Shanghai Is Suspended,2012,2012Q1,-0.9994298815727234
258,"At Apple Conclave, Nothing but Good News",2012,2012Q1,0.9996472597122192
259,New From Apple! The iStove!,2012,2012Q1,0.996926486492157
260,New From Apple! The iStove!,2012,2012Q1,0.996926486492157
261,Apple’s Lead in Smartphones Is Not Guaranteed,2012,2012Q1,-0.9996298551559448
262,Huawei Takes On Apple and Samsung With the Ascend,2012,2012Q1,0.9990972280502319
263,Apple Confirms March 7 Event for New iPad,2012,2012Q1,0.9876906871795654
264,Apple Loophole Gives Developers Access to Photos,2012,2012Q1,0.7600549459457397
265,Apple’s Job Creation Data Spurs an Economic Debate,2012,2012Q1,0.9940333962440491
266,Daily Report: How Many Jobs Has Apple Created?,2012,2012Q1,-0.9948437213897705
267,Apple and Google to Meet With Senator Over Privacy,2012,2012Q1,0.7131511569023132
268,Former Apple Executive Plots Next Wave of Mobile Ads,2012,2012Q1,-0.5136771202087402
269,Dividends Emerge in Pressing Apple Over Working Conditions in China,2012,2012Q1,-0.9869703054428101
270,Updates From Apple’s Unveiling of the New iPad,2012,2012Q1,0.8987001180648804
271,Apple Adds Sharper Screen and Speed to New iPad,2012,2012Q1,0.9967674016952515
272,What LTE Means for Apple and the Wireless Industry,2012,2012Q1,0.9934313893318176
273,There Are Three Kinds of Apple Events,2012,2012Q1,0.9933104515075684
274,Daily Report: Apple Is Facing Warning on Book Prices,2012,2012Q1,-0.9983161687850952
275,Congress Presses Apple on App Privacy,2012,2012Q1,-0.9192668795585632
276,"Fiona Apple Returns, Still Enraged and Self-Lacerating",2012,2012Q1,-0.9804733991622925
277,"For Apple, Pressure Builds Over App Store Fraud",2012,2012Q1,-0.9966750144958496
278,Apple and Google: Redwoods in the Web Garden,2012,2012Q1,0.9647922515869141
279,‘This American Life’ Retracts Episode on Apple’s Suppliers in China,2012,2012Q1,-0.9933931231498718
280,Apple Says It Will Announce a Decision About Its Cash,2012,2012Q1,0.9388319253921509
281,Apple’s Big Cash Pile: The Odds Are Against a Big Deal,2012,2012Q1,-0.9986465573310852
282,"Flush With Cash, Apple Plans Buyback and Dividend",2012,2012Q1,-0.969167172908783
283,"Apple Elevates Markets, Especially the S.&P. 500",2012,2012Q1,0.9997305274009705
284,Daily Report: Apple Announces a Dividend,2012,2012Q1,-0.9122740626335144
285,Apple Sells 3 Million New iPads in First Weekend,2012,2012Q1,0.980888307094574
286,RIM’s BlackBerry Dethroned by Apple on Its Home Turf,2012,2012Q1,-0.9947121143341064
287,Video: Tebow Joins the Big Apple Circus,2012,2012Q1,0.9645388722419739
288,Today’s Scuttlebot: Apple Buyback Math and Pictures of Desolation,2012,2012Q1,-0.9969798922538757
289,Lawmakers Ask Apple App Makers About Privacy,2012,2012Q1,-0.8903312087059021
290,Fiona Apple Performs,2012,2012Q1,0.9988154172897339
291,Fiona Apple Returns to the Faithful,2012,2012Q1,0.9996806383132935
292,Mike Daisey Apologizes for Falsehoods in Monologue About Apple,2012,2012Q1,-0.9971873164176941
293,Apple’s Chief Visits iPhone Factory in China,2012,2012Q1,-0.839949369430542
294,"The Breakfast Meeting: News Corp. in the News, and Apple’s Chief in China",2012,2012Q1,0.9907951951026917
295,"With Tablet Plan, Google Goes After Apple and Amazon",2012,2012Q1,-0.9577215909957886
296,Apple’s Chief Puts Stamp on Labor Issues,2012,2012Q2,0.9291282296180725
297,Daily Report: Fixing Apple’s Supply Lines,2012,2012Q2,-0.9981926083564758
298,"The Breakfast Meeting: What Olbermann Wrought, and Recalling Apple’s ‘1984’",2012,2012Q2,0.9997163414955139
299,Working Conditions at Apple’s Overseas Factories,2012,2012Q2,0.7292452454566956
300,Justice Dept. Sues Apple and Publishers Over E-Book Pricing; 3 Publishers Settle,2012,2012Q2,-0.9981566071510315
301,Roche: Illumina Is No Apple,2012,2012Q2,-0.9995854496955872
302,Apple’s Former Patent Chief Joins Nest Labs,2012,2012Q2,-0.9188852310180664
303,Apple Not Likely to Be a Loser in the E-Book Legal Fight,2012,2012Q2,0.547517716884613
304,Parents’ Fight With Apple Over ‘Bait Apps’ Moves Forward,2012,2012Q2,0.9980560541152954
305,The Apple Pushers,2012,2012Q2,-0.9977543950080872
306,Former Apple Executive Blends Genres with iPad,2012,2012Q2,0.9908798933029175
307,Apple Profit Rises on Higher iPhone and iPad Sales,2012,2012Q2,0.8973236083984375
308,Tim Cook Spells Out the Rapid Growth of Apple’s iPad,2012,2012Q2,0.9983939528465271
309,Greenpeace Protests Apple’s Energy Practices By Releasing Balloons,2012,2012Q2,-0.9928470253944397
310,Apple Chief’s Offhand Comment Spawns Internet Quip,2012,2012Q2,-0.9596612453460693
311,Daily Report: Apple’s Profit Rises on iPhone Sales,2012,2012Q2,0.9671716094017029
312,Business Day Live: Apple’s Profit Soars on Sales in China,2012,2012Q2,0.9995871186256409
313,"Today’s Scuttlebot: Silicon Valley Sexism, and Apple After Jobs",2012,2012Q2,-0.9951286315917969
314,Apple’s Havens: A World of Subsidiaries,2012,2012Q2,0.9976796507835388
315,Apple’s Response on Its Tax Practices,2012,2012Q2,-0.9740561842918396
316,How Apple Sidesteps Billions in Taxes,2012,2012Q2,-0.9626290202140808
317,Apple’s Tax Strategies Come to Light,2012,2012Q2,0.9690359830856323
318,Business Day Live: How Apple Sidesteps Billions in Taxes,2012,2012Q2,0.9971801042556763
319,‘Apple Green’ Is a Hard Sell With Livery Drivers,2012,2012Q2,-0.9926088452339172
320,A Green Apple Taxi,2012,2012Q2,0.9919832348823547
321,Today’s Scuttlebot: Apple Security and Kickstarter Flops,2012,2012Q2,-0.9997836947441101
322,"What Apple Pays in Taxes, and Doesn’t",2012,2012Q2,-0.9685750603675842
323,Apple Updates iOS 5.1,2012,2012Q2,-0.7014911770820618
324,Head of Time Warner Cable Is Unfamiliar With Apple’s AirPlay,2012,2012Q2,-0.9994921684265137
325,"Today’s Scuttlebot: Virtual Robbery, and Tracking Apple Rumors",2012,2012Q2,-0.9966620206832886
326,"Smule, Early Apple App Star, Finally Tries Android",2012,2012Q2,-0.6704323887825012
327,Facebook vs. Apple,2012,2012Q2,-0.9748945832252502
328,Kodak Loses Patent Case Against Apple and RIM,2012,2012Q2,-0.9992761015892029
329,Facebook Releases a Photocentric App for Apple Devices,2012,2012Q2,-0.9495656490325928
330,Apple Strikes Back at Government E-Book Lawsuit,2012,2012Q2,-0.9969555139541626
